id,name,code,account_type,reconcile
account_py_2003,INTEREST PAYABLE TO SUPPLIERS,2.01.01.03,liability_current,False
account_py_2004,OTHER CREDITORS,2.01.01.04,liability_current,False
account_py_2101,BANK AND FINANCIAL INSTITUTION LOANS,2.01.02.01,liability_current,False
account_py_2102,"OWNER, PARTNERS OR RELATED ENTITIES LOANS",2.01.02.02,liability_current,False
account_py_2103,FINANCE LEASES,2.01.02.03,liability_current,False
account_py_2104,OTHER LOANS PAYABLE,2.01.02.04,liability_current,False
account_py_2105,INTEREST PAYABLE,2.01.02.05,liability_current,False
account_py_220101,INCOME TAX PAYABLE,2.01.03.01.01,liability_current,False
account_py_220102,VAT PAYABLE,2.01.03.01.02,liability_current,False
account_py_220103,TAX WITHHOLDINGS PAYABLE,2.01.03.01.03,liability_current,False
account_py_2202,PAYROLL LIABILITIES AND SOCIAL CHARGES,2.01.03.02,liability_current,False
account_py_2203,DIVIDENDS PAYABLE,2.01.03.03,liability_current,False
account_py_2204,TRUST LIABILITIES,2.01.03.04,liability_current,False
account_py_2301,GUARANTEES GIVEN,2.01.04.01,liability_current,False
account_py_2302,LEGAL CONTINGENCIES,2.01.04.02,liability_current,False
account_py_2303,EMPLOYEE BENEFITS PROVISION,2.01.04.03,liability_current,False
account_py_2401,CUSTOMER ADVANCES,2.01.05.01,liability_current,False
account_py_2402,GRANTS,2.01.05.02,liability_current,False
account_py_2403,CUSTOMER LOYALTY RIGHTS,2.01.05.03,liability_current,False
account_py_2404,RENT RECEIVED IN ADVANCE,2.01.05.04,liability_current,False
account_py_2501,LONG-TERM LOCAL SUPPLIERS,2.02.01.01,liability_non_current,True
account_py_2502,LONG-TERM FOREIGN SUPPLIERS,2.02.01.02,liability_non_current,True
account_py_2503,LONG-TERM INTEREST PAYABLE TO SUPPLIERS,2.02.01.03,liability_non_current,False
account_py_2504,OTHER LONG-TERM CREDITORS,2.02.01.04,liability_non_current,False
account_py_2601,LONG-TERM BANK AND FINANCIAL INSTITUTION LOANS,2.02.02.01,liability_non_current,False
account_py_2602,"OWNER, PARTNERS OR RELATED ENTITIES LOANS (L/T)",2.02.02.02,liability_non_current,False
account_py_2603,LONG-TERM FINANCE LEASES,2.02.02.03,liability_non_current,False
account_py_2604,OTHER LONG-TERM LOANS PAYABLE,2.02.02.04,liability_non_current,False
account_py_2605,LONG-TERM INTEREST PAYABLE,2.02.02.05,liability_non_current,False
account_py_2701,DEFERRED TAX LIABILITIES,2.02.03.01,liability_non_current,False
account_py_2702,LONG-TERM TRUST LIABILITIES,2.02.03.02,liability_non_current,False
account_py_2801,LONG-TERM GUARANTEES GIVEN,2.02.04.01,liability_non_current,False
account_py_2802,PENDING LITIGATION OBLIGATIONS,2.02.04.02,liability_non_current,False
account_py_2803,LONG-TERM EMPLOYEE BENEFITS PROVISIONS,2.02.04.03,liability_non_current,False
account_py_2901,LONG-TERM CUSTOMER ADVANCES,2.02.05.01,liability_non_current,False
account_py_2902,LONG-TERM GRANTS,2.02.05.02,liability_non_current,False
account_py_2903,LONG-TERM CUSTOMER LOYALTY RIGHTS,2.02.05.03,liability_non_current,False
account_py_2904,LONG-TERM RENT RECEIVED IN ADVANCE,2.02.05.04,liability_non_current,False
account_py_3001,SUBSCRIBED CAPITAL,3.01.01.01,equity,False
account_py_3002,CAPITAL TO BE PAID IN,3.01.01.02,equity,False
account_py_3101,LEGAL RESERVE,3.02.01,equity,False
account_py_320201,TAX REVALUATION RESERVE,3.02.02.01,equity,False
account_py_320202,TECHNICAL REVALUATION RESERVE,3.02.02.02,equity,False
account_py_3203,OTHER RESERVES,3.02.03,equity,False
account_py_3301,RETAINED EARNINGS,3.03.01,equity,False
account_py_3302,CURRENT YEAR RESULT,3.03.02,equity_unaffected,False
account_py_40101_income,VATABLE MERCHANDISE SALES,4.01.01,income,False
account_py_40102_income,EXEMPT MERCHANDISE SALES,4.01.02,income,False
account_py_40201_income,SOYBEAN AND DERIVATIVES SALES,4.02.01,income,False
account_py_40202_income,CORN SALES,4.02.02,income,False
account_py_40203_income,WHEAT SALES,4.02.03,income,False
account_py_40204_income,OTHER AGRICULTURAL PRODUCTS,4.02.04,income,False
account_py_403_income,LIVESTOCK SALES,4.03,income,False
account_py_404_income,FRUIT AND VEGETABLE SALES,4.04,income,False
account_py_405_income,FORESTRY PRODUCT SALES,4.05,income,False
account_py_406_income,SOYBEAN AND DERIVATIVES EXPORTS,4.06.01,income,False
account_py_40602_income,OTHER AGRICULTURAL PRODUCT EXPORTS,4.06.02,income,False
account_py_40701_income,PHARMACEUTICAL PRODUCT EXPORTS,4.07.01,income,False
account_py_40702_income,MACHINERY AND EQUIPMENT EXPORTS,4.07.02,income,False
account_py_40703_income,OTHER INDUSTRIALIZED PRODUCT EXPORTS,4.07.03,income,False
account_py_408_income,OTHER PRODUCT EXPORTS,4.08,income,False
account_py_409_income,TAXABLE SERVICE SALES,4.09,income,False
account_py_41001_income,TOURISM REGIME SALES,4.10.01,income,False
account_py_41002_income,FREE ZONE SALES,4.10.02,income,False
account_py_41003_income,MAQUILA REGIME SALES,4.10.03,income,False
account_py_41004_income,OTHER SPECIAL REGIME SALES,4.10.04,income,False
account_py_411_income,OTHER VAT-EXEMPT SALES,4.11,income,False
account_py_498_income,SALES DISCOUNTS,4.98,income,False
account_py_499_income,SALES RETURNS,4.99,income,False
account_py_50101_expense,COST OF VATABLE MERCHANDISE SOLD,5.01.01,expense,False
account_py_50102_expense,COST OF EXEMPT MERCHANDISE SOLD,5.01.02,expense,False
account_py_50201_expense,COST OF SOYBEAN AND DERIVATIVES SOLD,5.02.01,expense,False
account_py_50202_expense,COST OF CORN SOLD,5.02.02,expense,False
account_py_50203_expense,COST OF WHEAT SOLD,5.02.03,expense,False
account_py_50204_expense,COST OF OTHER AGRICULTURAL PRODUCTS SOLD,5.02.04,expense,False
account_py_503_expense,COST OF LIVESTOCK SOLD,5.03,expense,False
account_py_504_expense,COST OF FRUIT AND VEGETABLE PRODUCTS SOLD,5.04,expense,False
account_py_505_expense,COST OF FORESTRY PRODUCTS SOLD,5.05,expense,False
account_py_50601_expense,COST OF SOYBEAN AND DERIVATIVES EXPORTED,5.06.01,expense,False
account_py_50602_expense,COST OF OTHER AGRICULTURAL PRODUCTS EXPORTED,5.06.02,expense,False
account_py_50701_expense,COST OF PHARMACEUTICAL PRODUCTS EXPORTED,5.07.01,expense,False
account_py_50702_expense,COST OF MACHINERY AND EQUIPMENT EXPORTED,5.07.02,expense,False
account_py_50703_expense,COST OF OTHER INDUSTRIALIZED PRODUCTS EXPORTED,5.07.03,expense,False
account_py_508_expense,COST OF OTHER PRODUCTS EXPORTED,5.08,expense,False
account_py_509_expense,COST OF TAXABLE SERVICES,5.09,expense,False
account_py_51001_expense,COST OF TOURISM REGIME SALES,5.10.01,expense,False
account_py_51002_expense,COST OF FREE ZONE SALES,5.10.02,expense,False
account_py_51003_expense,COST OF MAQUILA REGIME SALES,5.10.03,expense,False
account_py_51004_expense,COST OF OTHER SPECIAL REGIME SALES,5.10.04,expense,False
account_py_511_expense,COST OF EXEMPT SALES,5.11,expense,False
account_py_70101_income,REVENUES FROM AGRICULTURAL PRODUCTION AND/OR HOLDING,7.01.01,income_other,False
account_py_70102_income,REVENUES FROM LIVESTOCK PRODUCTION AND/OR HOLDING,7.01.02,income_other,False
account_py_70103_income,REVENUES FROM FORESTRY PRODUCTION AND/OR HOLDING,7.01.03,income_other,False
account_py_70201_expense,COST OF AGRICULTURAL PRODUCTION AND/OR HOLDING,7.02.01,expense,False
account_py_70202_expense,COST OF LIVESTOCK PRODUCTION AND/OR HOLDING,7.02.02,expense,False
account_py_70203_expense,COST OF FORESTRY PRODUCTION AND/OR HOLDING,7.02.03,expense,False
account_py_70204_expense,SHRINKAGE AND MORTALITY,7.02.04,expense,False
account_py_801_income,INTEREST INCOME,8.01,income_other,False
account_py_802_income,COMMISSIONS EARNED,8.02,income_other,False
account_py_803_income,PURCHASE DISCOUNTS,8.03,income_other,False
account_py_804_income,GRANTS,8.04,income_other,False
account_py_805_income,FOREIGN EXCHANGE GAIN/LOSS,8.05,income_other,False
account_py_100101_expense,WAGES AND SALARIES,10.01.01,expense,False
account_py_100102_expense,EMPLOYER CONTRIBUTIONS,10.01.02,expense,False
account_py_100103_expense,OTHER EMPLOYEE BENEFITS,10.01.03,expense,False
account_py_1002_expense,COMMISSIONS PAID ON SALES,10.02,expense,False
account_py_1003_expense,SALES TRAVEL EXPENSES,10.03,expense,False
account_py_1004_expense,ADVERTISING AND PROMOTION,10.04,expense,False
account_py_1005_expense,FREIGHT OUT,10.05,expense,False
account_py_1099_expense,OTHER SELLING EXPENSES,10.99,expense,False
account_py_110101_expense,ADMIN WAGES AND SALARIES,11.01.01,expense,False
account_py_110102_expense,ADMIN EMPLOYER CONTRIBUTIONS,11.01.02,expense,False
account_py_110103_expense,OTHER ADMIN EMPLOYEE BENEFITS,11.01.03,expense,False
account_py_1102_expense,SENIOR MANAGEMENT REMUNERATION,11.02,expense,False
account_py_1103_expense,REPRESENTATION EXPENSES,11.03,expense,False
account_py_1104_expense,PROFESSIONAL FEES,11.04,expense,False
account_py_1105_expense,RENT,11.05,expense,False
account_py_1106_expense,"WATER, ELECTRICITY, TELEPHONE AND INTERNET",11.06,expense,False
account_py_1107_expense,TRANSPORTATION,11.07,expense,False
account_py_1108_expense,FUEL AND LUBRICANTS,11.08,expense,False
account_py_1109_expense,REPAIRS AND MAINTENANCE,11.09,expense,False
account_py_1110_expense,INSURANCE EXPENSE,11.10,expense,False
account_py_1111_expense,OFFICE SUPPLIES,11.11,expense,False
account_py_1112_expense,FOREIGN EXPENSE PAYMENTS,11.12,expense,False
account_py_1113_expense,LEGAL AND COURT EXPENSES,11.13,expense,False
account_py_1114_expense,COLLECTION EXPENSES,11.14,expense,False
account_py_1115_expense,DONATIONS AND CONTRIBUTIONS,11.15,expense,False
account_py_1116_expense,OPERATIONAL BANK CHARGES AND COMMISSIONS,11.16,expense,False
account_py_1117_expense,"TAXES, PATENTS, FEES AND OTHER CONTRIBUTIONS",11.17,expense,False
account_py_1118_expense,FINES AND PENALTIES,11.18,expense,False
account_py_1301_expense,INTEREST PAID TO BANKS AND FINANCIAL INSTITUTIONS,13.01,expense,False
account_py_1302_expense,OTHER INTEREST EXPENSE,13.02,expense,False
account_py_1303_expense,BANK COMMISSIONS ON CREDIT OPERATIONS,13.03,expense,False
account_py_1304_expense,FOREIGN EXCHANGE GAIN/LOSS,13.04,expense,False
account_py_1401_expense,PROVISION REVERSAL,14.01,expense,False
account_py_1402_expense,PROVISION CREATION,14.02,expense,False
account_py_1501_expense,DEPRECIATION EXPENSE,15.01,expense_depreciation,False
account_py_1502_expense,AMORTIZATION EXPENSE,15.02,expense_depreciation,False
account_py_1701_income,GAIN/LOSS ON FIXED ASSET SALES,17.01,income_other,False
account_py_1702_income,GAIN/LOSS ON INVESTMENT SALES,17.02,income_other,False
account_py_1703_income,BAD DEBTS RECOVERED,17.03,income_other,False
account_py_1900,INCOME TAX,19,expense,False
